Stock Symbol,Company Name,DARS Rating,Yield,Stock Price,Annual Dividend,Ex-Div Date,Payout Frequency,Pay Date,Sector,Industry,Qualified Dividend,Record Date,Declare Date,ADR
KINS,"Kingstone Companies, Inc.",3.4,3.56%,$7.02,$0.2500,2020-02-27,Quarter,2020-03-13,Financial,Property And Casualty Insurance,Qualified,2020-02-28,2020-02-06,No
FTS,Fortis Inc.,3.2,3.55%,$40.46,$1.4360,2020-02-14,Quarter,2020-03-01,Utilities,Electric Utilities,Unknown,2020-02-18,2019-11-20,Yes
AGR,"Avangrid, Inc.",3.2,3.54%,$49.69,$1.7600,2020-03-05,Quarter,2020-04-01,Utilities,Diversified Utilities,Unknown,2020-03-06,2020-02-19,No
VCF,Delaware Investments Colorado Municipal Income Fund Inc,2,3.54%,$15.13,$0.5400,2020-02-20,Monthly,2020-02-28,Financial,Closed End Fund Debt,Unknown,2020-02-21,2020-02-04,No
USB,U.S. Bancorp,4.8,3.54%,$46.44,$1.6800,2019-12-30,Quarter,2020-01-15,Financial,Regional Midwest Banks,Qualified,2019-12-31,2019-12-17,No
SCS,Steelcase Inc.,4.2,3.53%,$16.22,$0.5800,2019-12-26,Quarter,2020-01-13,Consumer Goods,Business Equipment,Qualified,2019-12-27,2019-12-17,No
FLO,Flowers Foods,4,3.53%,$21.53,$0.7600,2020-02-27,Quarter,2020-03-13,Consumer Goods,Processed And Packaged Goods,Qualified,2020-02-28,2020-02-14,No
BFIN,BankFinancial,4.6,3.53%,$11.34,$0.4000,2020-02-11,Quarter,2020-02-28,Financial,Savings And Loans,Non-Qualified,2020-02-12,2020-01-31,No
CIT,CIT Group Inc.,3.2,3.53%,$39.71,$1.4000,2020-02-06,Quarter,2020-02-21,Financial,Credit Services,Qualified,2020-02-07,2020-01-22,No
LNC,Lincoln National Corp,3,3.53%,$45.39,$1.6000,2020-04-09,Quarter,2020-05-01,Financial,Life Insurance,Qualified,2020-04-13,2020-02-20,No
PNC,PNC Financial,4.6,3.52%,$126.40,$4.6000,2020-01-16,Quarter,2020-02-05,Financial,Money Center Banks,Qualified,2020-01-17,2020-01-02,No
HAS,Hasbro Inc.,3.8,3.52%,$77.25,$2.7200,2020-04-30,Quarter,2020-05-15,Consumer Goods,Toys And Games,Qualified,2020-05-01,2020-02-05,No
WMK,"Weis Markets, Inc.",1.2,3.52%,$37.25,$1.2400,2020-02-14,Quarter,2020-03-03,Services,Grocery Stores,Qualified,2020-02-18,2020-02-06,No
MGA,Magna International,3.2,3.51%,$45.82,$1.6000,2020-03-05,Quarter,2020-03-20,Consumer Goods,Auto Parts,Unknown,2020-03-06,2020-02-21,No
CG,The Carlyle Group,3.6,3.51%,$28.46,$1.0000,2020-02-14,Quarter,2020-02-25,Financial,Asset Management,Qualified,2020-02-18,2020-02-04,No
LARK,Landmark Bancorp Inc,2,3.51%,$22.80,$0.8000,2020-02-18,Quarter,2020-03-04,Financial,Regional Southwest Banks,Qualified,2020-02-19,2020-01-22,No
FTI,"FMC Technologies, Inc.",3.8,3.50%,$14.84,$0.5200,2020-03-23,Quarter,2020-04-08,Basic Materials,Oil And Gas Equipment And Services,Unknown,2020-03-24,2020-02-25,No
FE,First Energy,4,3.50%,$44.53,$1.5600,2020-02-06,Quarter,2020-03-01,Utilities,Electric Utilities,Qualified,2020-02-07,2019-11-08,No
MYC,"BlackRock MuniYield California Fund, Inc.",2,3.50%,$14.57,$0.5160,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
HR,Healthcare Realty Trust,2.8,3.50%,$34.30,$1.2000,2020-02-21,Quarter,2020-03-09,Financial,Reit Healthcare Facilities,Non-Qualified,2020-02-24,2020-02-11,No
NMT,Nuveen Massachusetts Premium Income Municipal Fund Com.,2,3.50%,$13.79,$0.4920,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
AMNB,American National Bankshares,4.6,3.50%,$30.89,$1.0800,2020-03-05,Quarter,2020-03-20,Financial,Regional Mid Atlantic Banks,Non-Qualified,2020-03-06,2020-02-18,No
UGI,UGI Corp,4.4,3.50%,$36.04,$1.3000,2020-03-13,Quarter,2020-04-01,Utilities,Diversified Utilities,Qualified,2020-03-16,2020-01-22,No
BKTI,"BK Technologies, Inc.",0.6,3.49%,$2.28,$0.0800,2020-01-02,Quarter,2020-01-17,Technology,Communication Equipment,Qualified,2020-01-03,2019-12-05,No
DAL,Delta Air Lines,3.4,3.49%,$46.13,$1.6100,2020-02-19,Quarter,2020-03-12,Services,Major Airlines,Qualified,2020-02-20,2020-02-06,No
BDGE,Bridge Bancorp,4.8,3.49%,$27.52,$0.9600,2020-01-23,Quarter,2020-01-31,Financial,Regional Northeast Banks,Qualified,2020-01-24,2020-01-10,No
OMF,"OneMain Holdings, Inc.",3.6,3.49%,$36.75,$1.3200,2020-02-25,Quarter,2020-03-13,Financial,Credit Services,Qualified,2020-02-26,2020-02-10,No
DXC,DXC Technology Company,2.2,3.48%,$24.11,$0.8400,2019-12-03,Quarter,2020-01-14,Technology,Information Technology Services,Qualified,2019-12-04,2019-10-11,No
EVR,Evercore Partners,2.4,3.48%,$66.62,$2.3200,2020-02-27,Quarter,2020-03-13,Financial,Asset Management,Qualified,2020-02-28,2020-01-28,No
NRG,NRG Energy Inc.,2.2,3.48%,$33.21,$1.2000,2020-01-31,Quarter,2020-02-18,Utilities,Electric Utilities,Qualified,2020-02-03,2020-01-21,No
HAYN,Haynes International Inc.,1.6,3.48%,$25.31,$0.8800,2020-02-28,Quarter,2020-03-16,Industrial Goods,Metal Fabrication,Qualified,2020-03-02,2020-01-30,No
FLIC,First of Long Island Corp,3.8,3.48%,$20.71,$0.7200,2020-01-07,Quarter,2020-01-20,Financial,Regional Northeast Banks,Qualified,2020-01-08,2019-12-20,No
LBAI,Lakeland Bancorp,4.8,3.47%,$14.40,$0.5000,2020-02-03,Quarter,2020-02-14,Financial,Regional Northeast Banks,Qualified,2020-02-04,2020-01-22,No
COP,ConocoPhillips,4.6,3.47%,$48.42,$1.6800,2020-02-13,Quarter,2020-03-02,Basic Materials,Major Integrated Oil And Gas,Qualified,2020-02-14,2020-02-04,No
CMI,Cummins Inc.,3.4,3.47%,$151.29,$5.2440,2020-02-20,Quarter,2020-03-05,Industrial Goods,Diversified Machinery,Qualified,2020-02-21,2020-02-11,No
QSR,Restaurant Brands International Inc,4.2,3.46%,$58.50,$2.0800,2020-03-13,Quarter,2020-04-03,Services,Restaurants,Qualified,2020-03-16,2020-02-09,No
AKO-B,Embotelladora Andina S.A. ADR (Sponsored) repr Ser B Shs,3,3.45%,$14.05,$0.4850,2020-01-16,Quarter,2020-02-05,Consumer Goods,Beverages Soft Drinks,Unknown,2020-01-17,N/A,Yes
HFWA,Heritage Financial Corporation,4.4,3.45%,$23.19,$0.8000,2020-02-05,Quarter,2020-02-20,Financial,Regional Pacific Banks,Qualified,2020-02-06,2020-01-22,No
SON,Sonoco Products,4.2,3.45%,$48.21,$1.7200,2020-02-25,Quarter,2020-03-10,Consumer Goods,Paper And Paper Products,Qualified,2020-02-26,2020-02-12,No
PKG,Packaging Corp of America,3.4,3.44%,$90.62,$3.1600,2020-03-12,Quarter,2020-04-15,Consumer Goods,Packaging And Containers,Qualified,2020-03-13,2020-02-25,No
SC,Santander Consumer USA Holdings Inc,3.8,3.44%,$24.40,$0.8800,2020-02-07,Quarter,2020-02-20,Financial,Mortgage Investment,Qualified,2020-02-10,2020-01-23,No
AVA,Avista Corp.,3,3.44%,$47.15,$1.6200,2020-02-20,Quarter,2020-03-13,Utilities,Diversified Utilities,Qualified,2020-02-21,2020-02-05,No
HUN,Huntsman Corp,3.2,3.43%,$18.94,$0.6500,2020-03-12,Quarter,2020-03-31,Basic Materials,Synthetics,Qualified,2020-03-13,2020-02-24,No
MXIM,Maxim Integrated Products,3.4,3.43%,$55.62,$1.9200,2020-02-26,Quarter,2020-03-13,Technology,Semiconductor Broad Line,Qualified,2020-02-27,2020-01-28,No
AIV,Apartment Investment & Management Co.,2.4,3.43%,$47.84,$1.6400,2020-02-13,Quarter,2020-02-28,Financial,Reit Residential,Non-Qualified,2020-02-14,2020-01-29,No
AES,The AES Corporation,3.2,3.43%,$16.73,$0.5732,2020-01-30,Quarter,2020-02-14,Utilities,Electric Utilities,Qualified,2020-01-31,2019-12-09,No
TDS,Telephone & Data Systems,1.4,3.42%,$20.14,$0.6800,2020-03-16,Quarter,2020-03-31,Technology,Wireless Communications,Qualified,2020-03-17,2020-02-20,No
SBGI,Sinclair Broadcast Group,1.8,3.41%,$23.21,$0.8000,2020-03-06,Quarter,2020-03-20,Services,Broadcasting Tv,Qualified,2020-03-09,2020-02-26,No
YPF,YPF S.A.,1,3.41%,$7.99,$0.2793,2019-07-09,Semi Annually,2019-07-18,Basic Materials,Oil And Gas Refining And Marketing,Unknown,2019-07-10,N/A,Yes
FNF,Fidelity National Financial,3.8,3.41%,$38.76,$1.3200,2020-03-16,Quarter,2020-03-31,Financial,Surety And Title Insurance,Qualified,2020-03-17,2020-02-13,No
NUV,"Nuveen Municipal Value Fund, Inc. Com.",2,3.40%,$10.61,$0.3720,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
HOFT,Hooker Furniture,2,3.40%,$18.81,$0.6400,2019-12-13,Quarter,2019-12-30,Consumer Goods,Home Furnishings And Fixtures,Non-Qualified,2019-12-16,2019-12-05,No
NKG,Nuveen Georgia Dividend Advantage Municipal Fund 2,2,3.40%,$12.84,$0.4440,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
KCLI,Kansas City Life Insurance Co.,1.8,3.40%,$31.75,$1.0800,2020-02-05,Quarter,2020-02-12,Financial,Life Insurance,Qualified,2020-02-06,2020-01-27,No
TSQ,"Townsquare Media, Inc. Class A",2.4,3.40%,$8.91,$0.3000,2019-12-26,Quarter,2020-02-14,Services,Broadcasting Radio,Qualified,2019-12-27,2019-11-04,No
UVSP,Univest Corp of Pennsylvania,4.8,3.40%,$23.40,$0.8000,2020-03-09,Quarter,2020-04-01,Financial,Regional Northeast Banks,Qualified,2020-03-10,2020-02-24,No
NXP,Nuveen Select Tax-Free Income Portfolio Shs. Ben. Int.,2,3.39%,$15.66,$0.5460,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
NUO,"Nuveen Ohio Quality Income Municipal Fund, Inc. Com.",2,3.39%,$15.41,$0.5280,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
HPQ,Hewlett Packard,3,3.39%,$20.79,$0.7048,2020-03-10,Quarter,2020-04-01,Technology,Diversified Computer Systems,Qualified,2020-03-11,2020-01-16,No
TBNK,Territorial Bancorp Inc,4.6,3.38%,$25.42,$0.9200,2020-02-12,Quarter,2020-02-27,Financial,Regional Pacific Banks,Qualified,2020-02-13,2020-01-30,No
FPI,Farmland Partners Inc,1.8,3.38%,$5.91,$0.2000,2019-12-30,Quarter,2020-01-15,Financial,Real Estate Development,Qualified,2020-01-01,2019-11-11,No
CVS,CVS Health Corporation,3.2,3.38%,$59.18,$2.0000,2020-01-22,Quarter,2020-02-03,Services,Drug Stores,Qualified,2020-01-23,2020-01-02,No
NXN,Nuveen New York Select Tax-Free Income Portfolio Shs. Ben. Int.,2,3.38%,$13.79,$0.4740,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
COLB,"Columbia Banking Systems, Inc.",4.8,3.37%,$33.20,$1.1200,2020-02-04,Quarter,2020-02-19,Financial,Savings And Loans,Qualified,2020-02-05,2020-01-23,No
CLPR,"Clipper Realty, Inc.",2.2,3.37%,$11.27,$0.3800,2019-11-22,Quarter,2019-12-03,Financial,Reit Diversified,Non-Qualified,2019-11-25,2019-11-12,No
PKBK,Parke Bancorp Inc,1.6,3.36%,$18.50,$0.6400,2020-01-09,Quarter,2020-01-24,Financial,Regional Northeast Banks,Qualified,2020-01-10,2019-12-18,No
BHV,Blackrock Virginia Municipal Bond Trust,1.8,3.36%,$16.25,$0.5460,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
BSRR,Sierra Bancorp,3.8,3.36%,$23.82,$0.8000,2020-01-29,Quarter,2020-02-13,Financial,Regional Pacific Banks,Qualified,2020-01-30,2020-01-17,No
UN,Unilever NV,4,3.36%,$52.76,$1.8068,2020-02-20,Quarter,2020-03-18,Consumer Goods,Processed And Packaged Goods,Unknown,2020-02-21,N/A,Yes
ZION,Zions Bancorp,4.6,3.35%,$39.95,$1.3600,2020-02-12,Quarter,2020-02-20,Financial,Regional Pacific Banks,Qualified,2020-02-13,2020-01-31,No
CCI,Crown Castle International Corp.,2.6,3.35%,$143.29,$4.8000,2020-03-12,Quarter,2020-03-31,Technology,Diversified Communication Services,Qualified,2020-03-13,2020-02-20,No
ONB,Old National Bancorp,3.8,3.35%,$15.76,$0.5600,2020-02-28,Quarter,2020-03-16,Financial,Regional Midwest Banks,Qualified,2020-03-02,2020-01-21,No
NJR,New Jersey Resources Corp.,4,3.35%,$35.31,$1.2500,2020-03-16,Quarter,2020-04-01,Utilities,Gas Utilities,Qualified,2020-03-17,2020-01-21,No
PNW,Pinnacle West Capital ,4,3.34%,$89.49,$3.1300,2020-01-31,Quarter,2020-03-02,Utilities,Electric Utilities,Qualified,2020-02-03,2019-12-19,No
CFFI,C&F Financial Corp,1.8,3.34%,$45.50,$1.5200,2020-03-12,Quarter,2020-04-01,Financial,Regional Mid Atlantic Banks,Qualified,2020-03-13,2020-02-20,No
DCOM,Dime Bancorp,4.4,3.34%,$16.78,$0.5600,2020-02-05,Quarter,2020-02-13,Financial,Savings And Loans,Qualified,2020-02-06,2020-01-23,No
BPOP,"Popular, Inc.",3.6,3.33%,$47.98,$1.6000,2020-03-18,Quarter,2020-04-01,Financial,Foreign Regional Banks,Qualified,2020-03-19,2020-02-28,No
ANAT,American National Insurance,1.6,3.33%,$98.36,$3.2800,2020-03-05,Quarter,2020-03-20,Financial,Life Insurance,Qualified,2020-03-06,2020-02-20,No
FNCB,"FNCB Bancorp, Inc.",1.6,3.33%,$6.61,$0.2200,2020-02-28,Quarter,2020-03-16,Financial,Regional Northeast Banks,Qualified,2020-03-02,2020-01-22,No
POL,Polyone Corporation,4.2,3.32%,$24.76,$0.8100,2020-03-16,Quarter,2020-04-08,Basic Materials,Synthetics,Qualified,2020-03-17,2020-02-10,No
SJM,The J.M. Smucker Company,3.4,3.32%,$102.99,$3.5200,2020-02-13,Quarter,2020-03-02,Consumer Goods,Processed And Packaged Goods,Qualified,2020-02-14,2020-01-17,No
MTN,"Vail Resorts, Inc. ",3.8,3.32%,$212.61,$7.0400,2019-12-24,Quarter,2020-01-09,Services,Resorts And Casinos,Non-Qualified,2019-12-26,2019-12-09,No
BRKL,Brookline Bancorp,4.8,3.32%,$13.87,$0.4600,2020-02-13,Quarter,2020-02-28,Financial,Savings And Loans,Qualified,2020-02-14,2020-01-29,No
CAT,Caterpillar Inc.,4.4,3.32%,$124.24,$4.1200,2020-01-17,Quarter,2020-02-20,Industrial Goods,Farm And Construction Machinery,Qualified,2020-01-21,2019-12-11,No
WIA,Western Asset/Claymore Inflation-Linked Securities & Income Com Shs Ben Int,2,3.31%,$12.41,$0.4140,2020-03-23,Monthly,2020-03-31,Financial,Closed End Fund Debt,Unknown,2020-03-24,2020-02-27,No
SWX,Southwest Gas Corp.,4,3.30%,$64.68,$2.2800,2020-05-14,Quarter,2020-06-01,Utilities,Gas Utilities,Qualified,2020-05-15,2020-02-25,No
CONE,CyrusOne Inc,1.8,3.30%,$60.58,$2.0000,2020-03-26,Quarter,2020-04-10,Financial,Reit Office,Unknown,2020-03-27,2020-02-19,No
AROW,Arrow Financial,3.8,3.28%,$31.67,$1.0400,2020-03-02,Quarter,2020-03-13,Financial,Regional Northeast Banks,Qualified,2020-03-03,2020-01-29,No
NXC,Nuveen California Select Tax-Free Income Portfolio Shs. Ben. Int.,2,3.28%,$16.02,$0.5244,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
ACNB,ACNB Corp. Com.,1.6,3.28%,$30.48,$1.0000,2020-02-27,Quarter,2020-03-13,Financial,Regional Southwest Banks,Qualified,2020-02-28,2020-01-23,No
NXQ,Nuveen Select Tax Free Income Portfolio 2 Shs. Ben. Int.,2,3.28%,$15.10,$0.5040,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
JRSH,"Jerash Holdings (US), Inc.",2.8,3.28%,$6.10,$0.2000,2020-02-18,Quarter,2020-02-26,Consumer Goods,Textile Apparel Clothing,Unknown,2020-02-19,2020-02-06,No
CBFV,"CB Financial Services, Inc.",5,3.28%,$29.31,$0.9600,2020-03-05,Quarter,2020-03-16,Financial,Regional Northeast Banks,Qualified,2020-03-06,2020-02-19,No
KOF,Coca-Cola Femsa,4.2,3.27%,$55.53,$1.8170,2019-10-30,Semi Annually,2019-11-12,Consumer Goods,Beverages Soft Drinks,Unknown,2019-10-31,N/A,Yes
MPB,MidPenn Bancorp,3.4,3.27%,$21.27,$0.7200,2020-02-04,Quarter,2020-02-24,Financial,Regional Northeast Banks,Qualified,2020-02-05,2020-01-22,No
QCOM,"Qualcomm, Inc.",3,3.27%,$78.30,$2.4800,2020-03-04,Quarter,2020-03-26,Technology,Communication Equipment,Qualified,2020-03-05,2020-01-17,No
UL,Unilever plc,4,3.26%,$53.93,$1.7868,2020-02-20,Quarter,2020-03-18,Consumer Goods,Food Major Diversified,Unknown,2020-02-21,N/A,Yes
KMB,Kimberly-Clark,4.2,3.26%,$131.19,$4.2800,2020-03-05,Quarter,2020-04-02,Consumer Goods,Personal Products,Qualified,2020-03-06,2020-01-23,No
QTS,QTS Realty Trust Inc,2,3.26%,$56.17,$1.8800,2020-03-19,Quarter,2020-04-07,Financial,Reit Industrial,Non-Qualified,2020-03-20,2020-02-18,No
CHCO,City Holdings,3.8,3.26%,$69.92,$2.2800,2020-01-14,Quarter,2020-01-31,Financial,Regional Mid Atlantic Banks,Qualified,2020-01-15,2019-12-18,No
MDC,MDC Holdings,3.2,3.26%,$39.34,$1.3200,2020-02-11,Quarter,2020-02-26,Industrial Goods,Residential Construction,Qualified,2020-02-12,2020-01-27,No
ADC,Agree Realty Corp,3,3.26%,$71.82,$2.3400,2020-03-26,Quarter,2020-04-09,Financial,Reit Retail,Non-Qualified,2020-03-27,2020-02-25,No
CF,CF Industries,3.8,3.26%,$36.86,$1.2000,2020-02-13,Quarter,2020-02-28,Basic Materials,Agricultural Chemicals,Qualified,2020-02-14,2020-01-31,No
CUZ,Cousins Properties,3.2,3.25%,$35.69,$1.1600,2020-01-02,Quarter,2020-01-13,Financial,Real Estate Development,Non-Qualified,2020-01-03,2019-12-18,No
TRMK,Trustmark Corp,3.6,3.25%,$26.90,$0.9200,2020-02-27,Quarter,2020-03-15,Financial,Regional Southeast Banks,Qualified,2020-03-01,2020-01-28,No
STC,Stewart Info Services,4.6,3.25%,$36.18,$1.2000,2020-03-13,Quarter,2020-03-31,Financial,Surety And Title Insurance,Qualified,2020-03-16,2020-02-28,No
STBA,S&T Bancorp,4.6,3.25%,$32.87,$1.1200,2020-02-12,Quarter,2020-02-27,Financial,Regional Northeast Banks,Qualified,2020-02-13,2020-01-27,No
VMM,"Delaware Investments Minnesota Municipal Income Fund II, Inc",2,3.25%,$13.80,$0.4500,2020-02-20,Monthly,2020-02-28,Financial,Closed End Fund Debt,Unknown,2020-02-21,2020-02-04,No
ACCO,ACCO Brands Corporation,2.8,3.25%,$8.01,$0.2600,2020-03-17,Quarter,2020-03-26,Consumer Goods,Office Supplies,Qualified,2020-03-18,2020-02-18,No
RUTH,"Ruth's Hospitality Group, Inc.",4.6,3.24%,$19.13,$0.6000,2020-03-05,Quarter,2020-03-20,Services,Restaurants,Qualified,2020-03-06,2020-02-21,No
MCBC,Macatawa Bank Corporation,3.8,3.24%,$9.64,$0.3200,2020-02-10,Quarter,2020-02-27,Financial,Regional Midwest Banks,Qualified,2020-02-11,2020-01-27,No
SPB,"Spectrum Brands Holdings, Inc.",4.4,3.24%,$53.89,$1.6800,2020-02-14,Quarter,2020-03-10,Consumer Goods,Electronic Equipment,Qualified,2020-02-18,2020-01-28,No
OCFC,Ocean First Financial,4.6,3.24%,$20.44,$0.6800,2020-02-04,Quarter,2020-02-19,Financial,Savings And Loans,Qualified,2020-02-05,2020-01-27,No
TSBK,"Timberland Bancorp, Inc.",1.6,3.23%,$23.25,$0.8000,2020-02-13,Quarter,2020-02-28,Financial,Savings And Loans,Qualified,2020-02-14,2020-01-27,No
NGG,National Grid  PLC,3.6,3.23%,$63.26,$2.1146,2019-11-27,Semi Annually,2020-01-15,Utilities,Gas Utilities,Unknown,2019-11-29,N/A,Yes
MTEX,"Mannatech, Inc.",1.4,3.23%,$15.16,$0.5000,2020-03-12,Quarter,2020-03-27,Consumer Goods,Personal Products,Qualified,2020-03-13,2020-02-14,No
IBOC,International Bankshares,1.8,3.23%,$34.10,$1.1000,2019-09-27,Semi Annually,2019-10-15,Financial,Regional Southwest Banks,Qualified,2019-09-30,2019-09-16,No
HWC,Hancock Whitney Corporation,3.4,3.22%,$33.50,$1.0800,2020-03-04,Quarter,2020-03-16,Financial,Regional Southeast Banks,Qualified,2020-03-05,2020-01-27,No
LXFR,Luxfer Holdings PLC,3.6,3.22%,$15.51,$0.5000,2020-01-16,Quarter,2020-02-05,Industrial Goods,Diversified Machinery,Unknown,2020-01-17,N/A,No
SGC,"Superior Uniform Group, Inc.",3.6,3.22%,$12.02,$0.4000,2020-02-11,Quarter,2020-02-26,Consumer Goods,Textile Apparel Clothing,Qualified,2020-02-12,2020-02-07,No
NWE,NorthWestern Corp.,3.2,3.22%,$70.34,$2.4000,2020-03-12,Quarter,2020-03-31,Utilities,Diversified Utilities,Qualified,2020-03-13,2020-02-12,No
CAC,Camden National Corp,3.8,3.22%,$41.01,$1.3200,2020-01-14,Quarter,2020-01-31,Financial,Regional Northeast Banks,Non-Qualified,2020-01-15,2019-12-17,No
ETN,Eaton Corp,4.6,3.22%,$90.72,$2.9200,2020-03-12,Quarter,2020-03-27,Industrial Goods,Industrial Electrical Equipment,Unknown,2020-03-13,2020-02-25,No
BFZ,BlackRock California Municipal Income Trust,2,3.22%,$14.18,$0.4560,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
C,Citigroup,3.4,3.21%,$63.46,$2.0400,2020-01-31,Quarter,2020-02-28,Financial,Money Center Banks,Qualified,2020-02-03,2020-01-15,No
LM,Legg Mason,3.8,3.21%,$49.82,$1.6000,2020-03-18,Quarter,2020-04-20,Financial,Investment Brokerage Regional,Qualified,2020-03-19,2020-02-04,No
AMGN,Amgen,3.8,3.20%,$199.73,$6.4000,2020-02-13,Quarter,2020-03-06,Healthcare,Biotechnology,Qualified,2020-02-14,2019-12-11,No
NWFL,Norwood Financial Corp.,1.8,3.20%,$30.88,$1.0000,2020-01-14,Quarter,2020-02-03,Financial,Regional Northeast Banks,Qualified,2020-01-15,2019-12-13,No
PGRE,"Paramount Group, Inc.",1.8,3.20%,$12.15,$0.4000,2019-12-30,Quarter,2020-01-15,Financial,Real Estate Development,Non-Qualified,2019-12-31,2019-12-13,No
HBNC,"Horizon Bancorp (Michigan City, IN)",4.6,3.20%,$15.02,$0.4800,2020-01-02,Quarter,2020-01-17,Financial,Regional Northeast Banks,Qualified,2020-01-03,2019-12-17,No
ARD,Ardagh Group S.A. Class A,3.2,3.19%,$17.53,$0.5600,2020-03-17,Quarter,2020-04-01,Consumer Goods,Packaging And Containers,Unknown,2020-03-18,2020-02-19,No
NTRS,Northern Trust,4.8,3.19%,$87.76,$2.8000,2020-03-12,Quarter,2020-04-01,Financial,Regional Midwest Banks,Qualified,2020-03-13,2020-01-21,No
CFNB,California First National Bancorp,2,3.19%,$16.30,$0.5200,2019-11-08,Annually,2019-12-17,Financial,Regional Pacific Banks,Qualified,2019-11-12,2019-10-29,No
NP,"Neenah Paper, Inc.",4.2,3.19%,$57.77,$1.8800,2020-02-13,Quarter,2020-03-03,Consumer Goods,Paper And Paper Products,Qualified,2020-02-14,2020-01-31,No
RCI,Rogers Communications,4.4,3.19%,$45.89,$1.5172,2019-12-10,Quarter,2020-01-02,Services,Broadcasting Tv,Unknown,2019-12-11,2019-10-23,No
UFCS,United Fire & Casualty,1.6,3.19%,$38.34,$1.3200,2020-03-05,Quarter,2020-03-20,Financial,Property And Casualty Insurance,Qualified,2020-03-06,2020-02-21,No
CAG,ConAgra Foods,4.2,3.18%,$26.69,$0.8500,2020-01-30,Quarter,2020-03-03,Consumer Goods,Processed And Packaged Goods,Qualified,2020-01-31,2019-12-10,No
TXN,Texas Instruments,2.6,3.18%,$114.14,$3.6000,2020-01-30,Quarter,2020-02-10,Technology,Semiconductor Broad Line,Qualified,2020-01-31,2020-01-16,No
ETR,Entergy Corp,4.2,3.18%,$116.91,$3.7200,2020-02-12,Quarter,2020-03-02,Utilities,Electric Utilities,Qualified,2020-02-13,2020-01-31,No
PFIS,Peoples Financial Services Corp,1.8,3.18%,$43.92,$1.4400,2020-02-27,Quarter,2020-03-13,Financial,Regional Northeast Banks,Non-Qualified,2020-02-28,2020-02-07,No
AVB,AvalonBay Communities,4,3.17%,$200.59,$6.3600,2020-03-30,Quarter,2020-04-15,Financial,Reit Residential,Qualified,2020-03-31,2020-02-05,No
ODC,Oil-Dri Corp of Amercia,1.6,3.17%,$30.43,$1.0000,2020-02-13,Quarter,2020-02-28,Basic Materials,Specialty Chemicals,Qualified,2020-02-14,2019-12-11,No
AE,Adams Resources & Energy,1.6,3.16%,$30.34,$0.9600,2020-03-05,Quarter,2020-03-20,Services,Basic Materials Wholesale,Qualified,2020-03-06,2020-02-20,No
