Stock Symbol,Company Name,DARS Rating,Yield,Stock Price,Annual Dividend,Ex-Div Date,Payout Frequency,Pay Date,Sector,Industry,Qualified Dividend,Record Date,Declare Date,ADR
ABB,ABB Limited,3.8,3.53%,$21.60,$0.7863,2019-05-06,Annually,2019-06-13,Industrial Goods,Industrial Electrical Equipment,Unknown,2019-05-07,N/A,No
HUN,Huntsman Corp,3.2,3.53%,$18.51,$0.6500,2020-03-12,Quarter,2020-03-31,Basic Materials,Synthetics,Qualified,2020-03-13,2020-02-24,No
CAH,Cardinal Health,2.6,3.52%,$53.58,$1.9244,2020-03-31,Quarter,2020-04-15,Services,Drugs Wholesale,Qualified,2020-04-01,2020-02-11,No
WDC,Western Digital,1.6,3.51%,$59.09,$2.0000,2020-04-02,Quarter,2020-04-17,Technology,Data Storage Devices,Qualified,2020-04-03,2020-02-13,No
BOH,Bank of Hawaii,4.8,3.51%,$73.38,$2.6800,2020-02-27,Quarter,2020-03-13,Financial,Regional Pacific Banks,Qualified,2020-02-28,2020-01-24,No
BDGE,Bridge Bancorp,4.8,3.51%,$26.63,$0.9600,2020-01-23,Quarter,2020-01-31,Financial,Regional Northeast Banks,Qualified,2020-01-24,2020-01-10,No
GLW,Corning Inc.,3.4,3.51%,$24.79,$0.8800,2020-02-27,Quarter,2020-03-31,Technology,Communication Equipment,Qualified,2020-02-28,2020-02-05,No
MTN,"Vail Resorts, Inc. ",3.8,3.50%,$198.73,$7.0400,2019-12-24,Quarter,2020-01-09,Services,Resorts And Casinos,Non-Qualified,2019-12-26,2019-12-09,No
ZION,Zions Bancorp,4.6,3.50%,$38.48,$1.3600,2020-02-12,Quarter,2020-02-20,Financial,Regional Pacific Banks,Qualified,2020-02-13,2020-01-31,No
HAS,Hasbro Inc.,3.8,3.49%,$75.62,$2.7200,2020-04-30,Quarter,2020-05-15,Consumer Goods,Toys And Games,Qualified,2020-05-01,2020-02-05,No
BKTI,"BK Technologies, Inc.",0.6,3.49%,$2.47,$0.0800,2020-03-30,Quarter,2020-04-13,Technology,Communication Equipment,Qualified,2020-03-31,2020-03-02,No
GLT,Glatfelter,3.6,3.49%,$14.33,$0.5200,2020-04-02,Quarter,2020-05-01,Consumer Goods,Paper And Paper Products,Qualified,2020-04-03,2020-02-21,No
CBFV,"CB Financial Services, Inc.",5,3.49%,$27.31,$0.9600,2020-03-05,Quarter,2020-03-16,Financial,Regional Northeast Banks,Qualified,2020-03-06,2020-02-19,No
BANR,Banner Corp,4.6,3.49%,$45.65,$1.6400,2020-01-08,Quarter,2020-01-21,Financial,Savings And Loans,Qualified,2020-01-09,2019-12-18,No
KCLI,Kansas City Life Insurance Co.,1.8,3.48%,$31.01,$1.0800,2020-02-05,Quarter,2020-02-12,Financial,Life Insurance,Qualified,2020-02-06,2020-01-27,No
CSCO,Cisco Systems,4,3.48%,$40.23,$1.4400,2020-04-02,Quarter,2020-04-22,Technology,Networking And Communication Devices,Qualified,2020-04-03,2020-02-12,No
ED,Consolidated Edison,4,3.48%,$87.56,$3.0600,2020-02-18,Quarter,2020-03-16,Utilities,Diversified Utilities,Qualified,2020-02-19,2020-01-16,No
PKG,Packaging Corp of America,3.4,3.48%,$91.77,$3.1600,2020-03-12,Quarter,2020-04-15,Consumer Goods,Packaging And Containers,Qualified,2020-03-13,2020-02-25,No
MYC,"BlackRock MuniYield California Fund, Inc.",2,3.47%,$14.73,$0.5160,2020-03-13,Monthly,2020-04-01,Financial,Closed End Fund Debt,Unknown,2020-03-16,2020-03-02,No
PAC,Grupo Aeroportuario Del Pacifico S.A.B,4,3.47%,$109.65,$3.8909,2019-11-21,Semi Annually,2019-12-02,Services,Air Services Other,Unknown,2019-11-22,N/A,Yes
AKO-A,Embotelladora Andina S.A. ADR (Sponsored) repr Ser A Shs,3,3.47%,$12.70,$0.4409,2020-01-16,Quarter,2020-02-05,Consumer Goods,Beverages Soft Drinks,Unknown,2020-01-17,N/A,Yes
FISK,"Empire State Realty OP, L.P. Series 250 Operating Partnership Units Representing Limited Partnership Interests",1.6,3.47%,$12.10,$0.4200,2020-03-13,Quarter,2020-03-31,Financial,Real Estate Development,Non-Qualified,2020-03-16,2020-02-28,No
FNCB,"FNCB Bancorp, Inc.",1.6,3.47%,$6.15,$0.2200,2020-02-28,Quarter,2020-03-16,Financial,Regional Northeast Banks,Qualified,2020-03-02,2020-01-22,No
EVR,Evercore Partners,2.4,3.47%,$63.76,$2.3200,2020-02-27,Quarter,2020-03-13,Financial,Asset Management,Qualified,2020-02-28,2020-01-28,No
FDEF,First Defiance Financial,3.4,3.46%,$25.11,$0.8800,2020-02-13,Quarter,2020-02-21,Financial,Savings And Loans,Qualified,2020-02-14,2020-01-20,No
PKBK,Parke Bancorp Inc,1.6,3.46%,$18.77,$0.6400,2020-01-09,Quarter,2020-01-24,Financial,Regional Northeast Banks,Qualified,2020-01-10,2019-12-18,No
NMT,Nuveen Massachusetts Premium Income Municipal Fund Com.,2,3.46%,$14.28,$0.4920,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
ESBA,"Empire State Realty OP, L.P. Series ES Operating Partnership Units Representing Limited Partnership Interests",1.6,3.46%,$12.03,$0.4200,2020-03-13,Quarter,2020-03-31,Financial,Reit Office,Non-Qualified,2020-03-16,2020-02-28,No
BFIN,BankFinancial,4.6,3.45%,$11.44,$0.4000,2020-02-11,Quarter,2020-02-28,Financial,Savings And Loans,Non-Qualified,2020-02-12,2020-01-31,No
CG,The Carlyle Group,3.6,3.45%,$29.08,$1.0000,2020-02-14,Quarter,2020-02-25,Financial,Asset Management,Qualified,2020-02-18,2020-02-04,No
TBNK,Territorial Bancorp Inc,4.6,3.45%,$26.71,$0.9200,2020-02-12,Quarter,2020-02-27,Financial,Regional Pacific Banks,Qualified,2020-02-13,2020-01-30,No
FRT,Federal Realty Investment Trust,2.8,3.44%,$120.51,$4.2000,2020-03-13,Quarter,2020-04-15,Financial,Reit Retail,Non-Qualified,2020-03-16,2020-02-10,No
EV,Eaton Vance,4.6,3.44%,$41.13,$1.5000,2020-01-30,Quarter,2020-02-14,Financial,Asset Management,Qualified,2020-01-31,2020-01-09,No
NUV,"Nuveen Municipal Value Fund, Inc. Com.",2,3.44%,$10.94,$0.3720,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
MXIM,Maxim Integrated Products,3.4,3.44%,$56.90,$1.9200,2020-02-26,Quarter,2020-03-13,Technology,Semiconductor Broad Line,Qualified,2020-02-27,2020-01-28,No
LARK,Landmark Bancorp Inc,2,3.43%,$23.20,$0.8000,2020-02-18,Quarter,2020-03-04,Financial,Regional Southwest Banks,Qualified,2020-02-19,2020-01-22,No
LBAI,Lakeland Bancorp,4.8,3.43%,$14.34,$0.5000,2020-02-03,Quarter,2020-02-14,Financial,Regional Northeast Banks,Qualified,2020-02-04,2020-01-22,No
ESRT,EMPIRE STATE REALTY TRUST,3,3.43%,$12.11,$0.4200,2020-03-13,Quarter,2020-03-31,Financial,Reit Diversified,Non-Qualified,2020-03-16,2020-02-28,No
UVSP,Univest Corp of Pennsylvania,4.8,3.43%,$22.90,$0.8000,2020-03-09,Quarter,2020-04-01,Financial,Regional Northeast Banks,Qualified,2020-03-10,2020-02-24,No
NXN,Nuveen New York Select Tax-Free Income Portfolio Shs. Ben. Int.,2,3.42%,$14.01,$0.4740,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
FULT,Fulton Financial,3.8,3.42%,$14.87,$0.5200,2019-12-31,Quarter,2020-01-15,Financial,Regional Northeast Banks,Qualified,2020-01-02,2019-12-17,No
MGA,Magna International,3.2,3.42%,$46.62,$1.6000,2020-03-05,Quarter,2020-03-20,Consumer Goods,Auto Parts,Unknown,2020-03-06,2020-02-21,No
ONB,Old National Bancorp,3.8,3.41%,$16.46,$0.5600,2020-02-28,Quarter,2020-03-16,Financial,Regional Midwest Banks,Qualified,2020-03-02,2020-01-21,No
FLIC,First of Long Island Corp,3.8,3.41%,$20.60,$0.7200,2020-01-07,Quarter,2020-01-20,Financial,Regional Northeast Banks,Qualified,2020-01-08,2019-12-20,No
SON,Sonoco Products,4.2,3.40%,$50.85,$1.7200,2020-02-25,Quarter,2020-03-10,Consumer Goods,Paper And Paper Products,Qualified,2020-02-26,2020-02-12,No
COP,ConocoPhillips,4.6,3.40%,$48.19,$1.6800,2020-02-13,Quarter,2020-03-02,Basic Materials,Major Integrated Oil And Gas,Qualified,2020-02-14,2020-02-04,No
HPQ,Hewlett Packard,3,3.40%,$21.61,$0.7048,2020-03-10,Quarter,2020-04-01,Technology,Diversified Computer Systems,Qualified,2020-03-11,2020-01-16,No
TSBK,"Timberland Bancorp, Inc.",1.6,3.40%,$23.54,$0.8000,2020-02-13,Quarter,2020-02-28,Financial,Savings And Loans,Qualified,2020-02-14,2020-01-27,No
AQN,Algonquin Power & Utilities Corp.,3.8,3.40%,$16.58,$0.5640,2020-03-30,Quarter,2020-04-15,Utilities,Diversified Utilities,Unknown,2020-03-31,2020-02-27,No
DTE,DTE Energy,4,3.39%,$116.88,$4.0500,2020-03-13,Quarter,2020-04-15,Utilities,Electric Utilities,Qualified,2020-03-16,2020-01-30,No
NXP,Nuveen Select Tax-Free Income Portfolio Shs. Ben. Int.,2,3.39%,$16.16,$0.5460,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
NKG,Nuveen Georgia Dividend Advantage Municipal Fund 2,2,3.39%,$13.06,$0.4440,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
HR,Healthcare Realty Trust,2.8,3.39%,$37.08,$1.2000,2020-02-21,Quarter,2020-03-09,Financial,Reit Healthcare Facilities,Non-Qualified,2020-02-24,2020-02-11,No
TRMK,Trustmark Corp,3.6,3.39%,$26.39,$0.9200,2020-02-27,Quarter,2020-03-15,Financial,Regional Southeast Banks,Qualified,2020-03-01,2020-01-28,No
SWX,Southwest Gas Corp.,4,3.38%,$70.90,$2.2800,2020-05-14,Quarter,2020-06-01,Utilities,Gas Utilities,Qualified,2020-05-15,2020-02-25,No
MCBC,Macatawa Bank Corporation,3.8,3.37%,$9.48,$0.3200,2020-02-10,Quarter,2020-02-27,Financial,Regional Midwest Banks,Qualified,2020-02-11,2020-01-27,No
NJR,New Jersey Resources Corp.,4,3.37%,$38.10,$1.2500,2020-03-16,Quarter,2020-04-01,Utilities,Gas Utilities,Qualified,2020-03-17,2020-01-21,No
DIN,DineEquity Inc.,4.4,3.37%,$84.56,$3.0400,2020-03-19,Quarter,2020-04-03,Services,Restaurants,Qualified,2020-03-20,2020-02-24,No
CLPR,"Clipper Realty, Inc.",2.2,3.37%,$10.97,$0.3800,2019-11-22,Quarter,2019-12-03,Financial,Reit Diversified,Non-Qualified,2019-11-25,2019-11-12,No
CNA,CNA Financial Corp.,3.8,3.36%,$43.15,$1.4800,2020-02-21,Quarter,2020-03-12,Financial,Property And Casualty Insurance,Qualified,2020-02-24,2020-02-10,No
STBA,S&T Bancorp,4.6,3.36%,$33.06,$1.1200,2020-02-12,Quarter,2020-02-27,Financial,Regional Northeast Banks,Qualified,2020-02-13,2020-01-27,No
NUO,"Nuveen Ohio Quality Income Municipal Fund, Inc. Com.",2,3.36%,$15.72,$0.5280,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
TDS,Telephone & Data Systems,1.4,3.36%,$19.67,$0.6800,2020-03-16,Quarter,2020-03-31,Technology,Wireless Communications,Qualified,2020-03-17,2020-02-20,No
JRSH,"Jerash Holdings (US), Inc.",2.8,3.36%,$6.03,$0.2000,2020-02-18,Quarter,2020-02-26,Consumer Goods,Textile Apparel Clothing,Unknown,2020-02-19,2020-02-06,No
HFWA,Heritage Financial Corporation,4.4,3.36%,$23.06,$0.8000,2020-02-05,Quarter,2020-02-20,Financial,Regional Pacific Banks,Qualified,2020-02-06,2020-01-22,No
HAYN,Haynes International Inc.,1.6,3.36%,$25.36,$0.8800,2020-02-28,Quarter,2020-03-16,Industrial Goods,Metal Fabrication,Qualified,2020-03-02,2020-01-30,No
NTRS,Northern Trust,4.8,3.36%,$81.64,$2.8000,2020-03-12,Quarter,2020-04-01,Financial,Regional Midwest Banks,Qualified,2020-03-13,2020-01-21,No
WIA,Western Asset/Claymore Inflation-Linked Securities & Income Com Shs Ben Int,2,3.35%,$12.40,$0.4140,2020-03-23,Monthly,2020-03-31,Financial,Closed End Fund Debt,Unknown,2020-03-24,2020-02-27,No
CMI,Cummins Inc.,3.4,3.35%,$153.22,$5.2440,2020-02-20,Quarter,2020-03-05,Industrial Goods,Diversified Machinery,Qualified,2020-02-21,2020-02-11,No
UFCS,United Fire & Casualty,1.6,3.35%,$39.12,$1.3200,2020-03-05,Quarter,2020-03-20,Financial,Property And Casualty Insurance,Qualified,2020-03-06,2020-02-21,No
AMNB,American National Bankshares,4.6,3.35%,$31.12,$1.0800,2020-03-05,Quarter,2020-03-20,Financial,Regional Mid Atlantic Banks,Non-Qualified,2020-03-06,2020-02-18,No
POL,Polyone Corporation,4.2,3.34%,$24.69,$0.8100,2020-03-16,Quarter,2020-04-08,Basic Materials,Synthetics,Qualified,2020-03-17,2020-02-10,No
NP,"Neenah Paper, Inc.",4.2,3.33%,$56.85,$1.8800,2020-02-13,Quarter,2020-03-03,Consumer Goods,Paper And Paper Products,Qualified,2020-02-14,2020-01-31,No
ODC,Oil-Dri Corp of Amercia,1.6,3.33%,$31.78,$1.0000,2020-02-13,Quarter,2020-02-28,Basic Materials,Specialty Chemicals,Qualified,2020-02-14,2019-12-11,No
DAL,Delta Air Lines,3.4,3.32%,$46.19,$1.6100,2020-02-19,Quarter,2020-03-12,Services,Major Airlines,Qualified,2020-02-20,2020-02-06,No
WMK,"Weis Markets, Inc.",1.2,3.32%,$37.81,$1.2400,2020-02-14,Quarter,2020-03-03,Services,Grocery Stores,Qualified,2020-02-18,2020-02-06,No
DLR,Digital Realty Trust,2.8,3.32%,$132.52,$4.4800,2020-03-16,Quarter,2020-03-31,Financial,Real Estate Development,Non-Qualified,2020-03-17,2020-02-27,No
OCFC,Ocean First Financial,4.6,3.32%,$19.83,$0.6800,2020-02-04,Quarter,2020-02-19,Financial,Savings And Loans,Qualified,2020-02-05,2020-01-27,No
SJM,The J.M. Smucker Company,3.4,3.31%,$111.39,$3.5200,2020-02-13,Quarter,2020-03-02,Consumer Goods,Processed And Packaged Goods,Qualified,2020-02-14,2020-01-17,No
PNW,Pinnacle West Capital ,4,3.31%,$99.28,$3.1300,2020-01-31,Quarter,2020-03-02,Utilities,Electric Utilities,Qualified,2020-02-03,2019-12-19,No
NWFL,Norwood Financial Corp.,1.8,3.31%,$30.70,$1.0000,2020-01-14,Quarter,2020-02-03,Financial,Regional Northeast Banks,Qualified,2020-01-15,2019-12-13,No
UN,Unilever NV,4,3.31%,$57.11,$1.8068,2020-02-20,Quarter,2020-03-18,Consumer Goods,Processed And Packaged Goods,Unknown,2020-02-21,N/A,Yes
NXQ,Nuveen Select Tax Free Income Portfolio 2 Shs. Ben. Int.,2,3.30%,$15.27,$0.5040,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
NGG,National Grid  PLC,3.6,3.30%,$67.74,$2.1146,2019-11-27,Semi Annually,2020-01-15,Utilities,Gas Utilities,Unknown,2019-11-29,N/A,Yes
SBGI,Sinclair Broadcast Group,1.8,3.30%,$23.77,$0.8000,2020-03-06,Quarter,2020-03-20,Services,Broadcasting Tv,Qualified,2020-03-09,2020-02-26,No
FTS,Fortis Inc.,3.2,3.30%,$43.86,$1.4360,2020-02-14,Quarter,2020-03-01,Utilities,Electric Utilities,Unknown,2020-02-18,2019-11-20,Yes
BHV,Blackrock Virginia Municipal Bond Trust,1.8,3.29%,$16.48,$0.5460,2020-03-13,Monthly,2020-04-01,Financial,Closed End Fund Debt,Unknown,2020-03-16,2020-03-02,No
EXR,Extra Space Storage,4,3.28%,$110.00,$3.6000,2020-03-13,Quarter,2020-03-31,Financial,Reit Industrial,Non-Qualified,2020-03-16,2020-02-13,No
LXFR,Luxfer Holdings PLC,3.6,3.27%,$15.34,$0.5000,2020-01-16,Quarter,2020-02-05,Industrial Goods,Diversified Machinery,Unknown,2020-01-17,N/A,No
BSRR,Sierra Bancorp,3.8,3.27%,$23.85,$0.8000,2020-01-29,Quarter,2020-02-13,Financial,Regional Pacific Banks,Qualified,2020-01-30,2020-01-17,No
VMM,"Delaware Investments Minnesota Municipal Income Fund II, Inc",2,3.27%,$13.81,$0.4500,2020-03-19,Monthly,2020-03-27,Financial,Closed End Fund Debt,Unknown,2020-03-20,2020-03-03,No
AGR,"Avangrid, Inc.",3.2,3.26%,$52.55,$1.7600,2020-03-05,Quarter,2020-04-01,Utilities,Diversified Utilities,Unknown,2020-03-06,2020-02-19,No
KOF,Coca-Cola Femsa,4.2,3.26%,$55.08,$1.8170,2019-10-30,Semi Annually,2019-11-12,Consumer Goods,Beverages Soft Drinks,Unknown,2019-10-31,N/A,Yes
NWE,NorthWestern Corp.,3.2,3.25%,$77.12,$2.4000,2020-03-12,Quarter,2020-03-31,Utilities,Diversified Utilities,Qualified,2020-03-13,2020-02-12,No
BRKL,Brookline Bancorp,4.8,3.25%,$13.82,$0.4600,2020-02-13,Quarter,2020-02-28,Financial,Savings And Loans,Qualified,2020-02-14,2020-01-29,No
PGRE,"Paramount Group, Inc.",1.8,3.25%,$12.29,$0.4000,2019-12-30,Quarter,2020-01-15,Financial,Real Estate Development,Non-Qualified,2019-12-31,2019-12-13,No
BPOP,"Popular, Inc.",3.6,3.25%,$47.99,$1.6000,2020-03-18,Quarter,2020-04-01,Financial,Foreign Regional Banks,Qualified,2020-03-19,2020-02-28,No
IBOC,International Bankshares,1.8,3.25%,$33.28,$1.1000,2019-09-27,Semi Annually,2019-10-15,Financial,Regional Southwest Banks,Qualified,2019-09-30,2019-09-16,No
POWL,"Powell Industries, Inc.",3,3.24%,$31.74,$1.0400,2020-02-18,Quarter,2020-03-18,Industrial Goods,Industrial Electrical Equipment,Qualified,2020-02-19,2020-02-04,No
AKO-B,Embotelladora Andina S.A. ADR (Sponsored) repr Ser B Shs,3,3.24%,$15.20,$0.4850,2020-01-16,Quarter,2020-02-05,Consumer Goods,Beverages Soft Drinks,Unknown,2020-01-17,N/A,Yes
ANAT,American National Insurance,1.6,3.24%,$98.12,$3.2800,2020-03-05,Quarter,2020-03-20,Financial,Life Insurance,Qualified,2020-03-06,2020-02-20,No
COLB,"Columbia Banking Systems, Inc.",4.8,3.24%,$33.05,$1.1200,2020-02-04,Quarter,2020-02-19,Financial,Savings And Loans,Qualified,2020-02-05,2020-01-23,No
SHBI,Shore Bancshares,4,3.23%,$15.21,$0.4800,2020-02-19,Quarter,2020-03-04,Financial,Regional Mid Atlantic Banks,Qualified,2020-02-20,2020-02-10,No
CAT,Caterpillar Inc.,4.4,3.23%,$124.39,$4.1200,2020-01-17,Quarter,2020-02-20,Industrial Goods,Farm And Construction Machinery,Qualified,2020-01-21,2019-12-11,No
HWC,Hancock Whitney Corporation,3.4,3.23%,$33.33,$1.0800,2020-03-04,Quarter,2020-03-16,Financial,Regional Southeast Banks,Qualified,2020-03-05,2020-01-27,No
STC,Stewart Info Services,4.6,3.23%,$37.98,$1.2000,2020-03-13,Quarter,2020-03-31,Financial,Surety And Title Insurance,Qualified,2020-03-16,2020-02-28,No
FLO,Flowers Foods,4,3.23%,$23.46,$0.7600,2020-02-27,Quarter,2020-03-13,Consumer Goods,Processed And Packaged Goods,Qualified,2020-02-28,2020-02-14,No
QTS,QTS Realty Trust Inc,2,3.23%,$58.72,$1.8800,2020-03-19,Quarter,2020-04-07,Financial,Reit Industrial,Non-Qualified,2020-03-20,2020-02-18,No
MDC,MDC Holdings,3.2,3.23%,$41.76,$1.3200,2020-02-11,Quarter,2020-02-26,Industrial Goods,Residential Construction,Qualified,2020-02-12,2020-01-27,No
AMTD,TD Ameritrade,3.6,3.22%,$36.98,$1.2400,2020-02-04,Quarter,2020-02-19,Financial,Investment Brokerage National,Qualified,2020-02-05,2020-01-21,No
LM,Legg Mason,3.8,3.22%,$49.82,$1.6000,2020-03-18,Quarter,2020-04-20,Financial,Investment Brokerage Regional,Qualified,2020-03-19,2020-02-04,No
FE,First Energy,4,3.22%,$48.01,$1.5600,2020-02-06,Quarter,2020-03-01,Utilities,Electric Utilities,Qualified,2020-02-07,2019-11-08,No
AES,The AES Corporation,3.2,3.21%,$17.34,$0.5732,2020-01-30,Quarter,2020-02-14,Utilities,Electric Utilities,Qualified,2020-01-31,2019-12-09,No
PFIS,Peoples Financial Services Corp,1.8,3.21%,$45.72,$1.4400,2020-02-27,Quarter,2020-03-13,Financial,Regional Northeast Banks,Non-Qualified,2020-02-28,2020-02-07,No
MTSC,MTS Systems,2.4,3.21%,$35.32,$1.2000,2020-03-13,Quarter,2020-03-30,Technology,Scientific And Technical Instruments,Qualified,2020-03-16,2020-02-10,No
ALE,"Allete, Inc.",2.8,3.21%,$76.12,$2.4700,2020-02-13,Quarter,2020-03-01,Utilities,Diversified Utilities,Qualified,2020-02-14,2020-01-31,No
CFFI,C&F Financial Corp,1.8,3.20%,$46.75,$1.5200,2020-03-12,Quarter,2020-04-01,Financial,Regional Mid Atlantic Banks,Qualified,2020-03-13,2020-02-20,No
NNY,"Nuveen New York Municipal Value Fund, Inc. Com.",2,3.20%,$10.42,$0.3360,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
SR,Spire Inc,4.2,3.20%,$79.88,$2.4900,2020-03-10,Quarter,2020-04-02,Utilities,Gas Utilities,Qualified,2020-03-11,2020-02-05,No
AIV,Apartment Investment & Management Co.,2.4,3.20%,$50.65,$1.6400,2020-02-13,Quarter,2020-02-28,Financial,Reit Residential,Non-Qualified,2020-02-14,2020-01-29,No
UL,Unilever plc,4,3.19%,$58.22,$1.7868,2020-02-20,Quarter,2020-03-18,Consumer Goods,Food Major Diversified,Unknown,2020-02-21,N/A,Yes
CFNB,California First National Bancorp,2,3.19%,$16.30,$0.5200,2019-11-08,Annually,2019-12-17,Financial,Regional Pacific Banks,Qualified,2019-11-12,2019-10-29,No
BFZ,BlackRock California Municipal Income Trust,2,3.19%,$14.30,$0.4560,2020-03-13,Monthly,2020-04-01,Financial,Closed End Fund Debt,Unknown,2020-03-16,2020-03-02,No
SGC,"Superior Uniform Group, Inc.",3.6,3.18%,$12.70,$0.4000,2020-02-11,Quarter,2020-02-26,Consumer Goods,Textile Apparel Clothing,Qualified,2020-02-12,2020-02-07,No
RCI,Rogers Communications,4.4,3.18%,$49.16,$1.5172,2019-12-10,Quarter,2020-01-02,Services,Broadcasting Tv,Unknown,2019-12-11,2019-10-23,No
LBRT,Liberty Oilfield Services Inc. Class A,2.4,3.18%,$5.50,$0.2000,2020-03-05,Quarter,2020-03-20,Basic Materials,Oil And Gas Equipment And Services,Qualified,2020-03-06,2020-01-22,No
NXR,Nuveen Select Tax-Free Income Portfolio 3 Shs. Ben. Int.,2,3.17%,$16.53,$0.5220,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
STND,Standard Financial Corp.,2,3.17%,$27.76,$0.8840,2020-02-07,Quarter,2020-02-24,Financial,Regional Northeast Banks,Qualified,2020-02-10,2020-01-30,No
AE,Adams Resources & Energy,1.6,3.17%,$30.27,$0.9600,2020-03-05,Quarter,2020-03-20,Services,Basic Materials Wholesale,Qualified,2020-03-06,2020-02-20,No
RBCAA,Republic Bancorp,3.4,3.17%,$36.48,$1.1440,2020-03-19,Quarter,2020-04-17,Financial,Regional Southeast Banks,Qualified,2020-03-20,2020-01-22,No
TXN,Texas Instruments,2.6,3.16%,$116.81,$3.6000,2020-01-30,Quarter,2020-02-10,Technology,Semiconductor Broad Line,Qualified,2020-01-31,2020-01-16,No
SFNC,Simmons First National Corp,4.4,3.16%,$21.18,$0.6800,2020-03-13,Quarter,2020-04-06,Financial,Regional Southeast Banks,Qualified,2020-03-16,2020-01-27,No
SXT,Sensient Technologies,4.2,3.16%,$50.27,$1.5600,2020-02-03,Quarter,2020-03-02,Basic Materials,Specialty Chemicals,Qualified,2020-02-04,2020-01-24,No
CVLY,Codorus Valley Bancorp,1.8,3.16%,$19.65,$0.6400,2020-01-27,Quarter,2020-02-11,Financial,Regional Northeast Banks,Qualified,2020-01-28,2020-01-14,No
MTB,M&T Bank,4.4,3.16%,$134.58,$4.4000,2020-02-28,Quarter,2020-03-31,Financial,Regional Northeast Banks,Qualified,2020-03-02,2020-02-19,No
STT,State Street Corp,3.6,3.16%,$63.25,$2.0800,2020-03-31,Quarter,2020-04-15,Financial,Regional Northeast Banks,Qualified,2020-04-01,2020-02-20,No
JFBC,Jeffersonville Bancorp,2,3.16%,$19.00,$0.6000,2020-02-21,Quarter,2020-03-02,Financial,Regional Northeast Banks,Qualified,2020-02-24,2020-02-11,No
QCOM,"Qualcomm, Inc.",3,3.16%,$80.77,$2.4800,2020-03-04,Quarter,2020-03-26,Technology,Communication Equipment,Qualified,2020-03-05,2020-01-17,No
DCOM,Dime Bancorp,4.4,3.15%,$17.34,$0.5600,2020-02-05,Quarter,2020-02-13,Financial,Savings And Loans,Qualified,2020-02-06,2020-01-23,No
MS,Morgan Stanley,3.6,3.15%,$43.82,$1.4000,2020-01-30,Quarter,2020-02-14,Financial,Investment Brokerage National,Qualified,2020-01-31,2020-01-16,No
RUTH,"Ruth's Hospitality Group, Inc.",4.6,3.15%,$17.37,$0.6000,2020-03-05,Quarter,2020-03-20,Services,Restaurants,Qualified,2020-03-06,2020-02-21,No
DTF,"DTF Tax-Free Income, Inc.",2,3.14%,$15.27,$0.4800,2020-03-13,Monthly,2020-03-31,Financial,Closed End Fund Debt,Unknown,2020-03-16,2019-12-19,No
